;;;;;;;;;;
ORDEN;NOMBRE REGIÓN;Código Región;NOMBRE PROVINCIA;Código Provincia;NOMBRE COMUNA;Código Comuna;Edad;Hombres;Mujeres;TOTAL
6435;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;50 a 54;1.410;1.386;2.796
6436;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;55 a 59;1.264;1.261;2.525
6437;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;60 a 64;967;1.052;2.019
6438;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;65 a 69;837;911;1.748
6439;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;70 a 74;625;733;1.358
6440;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;75 a 79;443;514;957
6441;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;80 a 84;313;421;734
6442;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;85 a 89;135;240;375
6443;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;90 a 94;54;103;157
6444;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;95 a 99;8;22;30
6445;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;100 o más;6;12;18
6446;LOS RÍOS;14;RANCO;142;FUTRONO;14202;Total Comunal;7.252;7.413;14.665
6447;LOS RÍOS;14;RANCO;142;FUTRONO;14202;0 a 4;549;531;1.080
6448;LOS RÍOS;14;RANCO;142;FUTRONO;14202;5 a 9;592;563;1.155
6449;LOS RÍOS;14;RANCO;142;FUTRONO;14202;10 a 14;503;562;1.065
6450;LOS RÍOS;14;RANCO;142;FUTRONO;14202;15 a 19;501;502;1.003
6451;LOS RÍOS;14;RANCO;142;FUTRONO;14202;20 a 24;417;488;905
6452;LOS RÍOS;14;RANCO;142;FUTRONO;14202;25 a 29;530;546;1.076
6453;LOS RÍOS;14;RANCO;142;FUTRONO;14202;30 a 34;449;454;903
6454;LOS RÍOS;14;RANCO;142;FUTRONO;14202;35 a 39;414;469;883
6455;LOS RÍOS;14;RANCO;142;FUTRONO;14202;40 a 44;521;495;1.016
6456;LOS RÍOS;14;RANCO;142;FUTRONO;14202;45 a 49;482;540;1.022
6457;LOS RÍOS;14;RANCO;142;FUTRONO;14202;50 a 54;551;517;1.068
6458;LOS RÍOS;14;RANCO;142;FUTRONO;14202;55 a 59;503;433;936
6459;LOS RÍOS;14;RANCO;142;FUTRONO;14202;60 a 64;357;389;746
6460;LOS RÍOS;14;RANCO;142;FUTRONO;14202;65 a 69;280;314;594
6461;LOS RÍOS;14;RANCO;142;FUTRONO;14202;70 a 74;234;229;463
6462;LOS RÍOS;14;RANCO;142;FUTRONO;14202;75 a 79;173;182;355
6463;LOS RÍOS;14;RANCO;142;FUTRONO;14202;80 a 84;115;107;222
6464;LOS RÍOS;14;RANCO;142;FUTRONO;14202;85 a 89;57;64;121
6465;LOS RÍOS;14;RANCO;142;FUTRONO;14202;90 a 94;21;25;46
6466;LOS RÍOS;14;RANCO;142;FUTRONO;14202;95 a 99;1;3;4
6467;LOS RÍOS;14;RANCO;142;FUTRONO;14202;100 o más;2;0;2
6468;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;Total Comunal;5.045;4.851;9.896
6469;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;0 a 4;319;308;627
6470;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;5 a 9;356;352;708
6471;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;10 a 14;361;333;694
6472;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;15 a 19;318;278;596
6473;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;20 a 24;268;271;539
6474;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;25 a 29;317;324;641
6475;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;30 a 34;278;291;569
6476;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;35 a 39;300;274;574
6477;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;40 a 44;334;363;697
6478;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;45 a 49;398;355;753
6479;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;50 a 54;408;360;768
6480;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;55 a 59;361;302;663
6481;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;60 a 64;316;278;594
6482;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;65 a 69;237;227;464
6483;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;70 a 74;179;187;366
6484;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;75 a 79;134;151;285
6485;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;80 a 84;98;98;196
6486;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;85 a 89;41;67;108
6487;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;90 a 94;15;23;38
6488;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;95 a 99;5;6;11
6489;LOS RÍOS;14;RANCO;142;LAGO RANCO;14203;100 o más;2;3;5
6490;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;Total Comunal;15.492;15.880;31.372
6491;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;0 a 4;974;930;1.904
6492;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;5 a 9;1.059;1.028;2.087
6493;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;10 a 14;1.058;1.068;2.126
6494;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;15 a 19;1.041;1.007;2.048
6495;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;20 a 24;949;998;1.947
6496;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;25 a 29;1.047;1.101;2.148
6497;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;30 a 34;899;959;1.858
6498;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;35 a 39;887;928;1.815
6499;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;40 a 44;1.046;1.077;2.123
6500;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;45 a 49;1.147;1.085;2.232
6501;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;50 a 54;1.240;1.156;2.396
6502;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;55 a 59;1.110;1.069;2.179
6503;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;60 a 64;910;912;1.822
6504;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;65 a 69;705;763;1.468
6505;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;70 a 74;581;622;1.203
6506;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;75 a 79;409;514;923
6507;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;80 a 84;244;325;569
6508;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;85 a 89;118;218;336
6509;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;90 a 94;57;82;139
6510;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;95 a 99;8;33;41
6511;LOS RÍOS;14;RANCO;142;RÍO BUENO;14204;100 o más;3;5;8
6512;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;Total Comunal;121.019;124.883;245.902
6513;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;0 a 4;8.523;8.481;17.004
6514;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;5 a 9;9.477;9.147;18.624
6515;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;10 a 14;9.245;8.626;17.871
6516;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;15 a 19;9.484;9.341;18.825
6517;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;20 a 24;10.188;10.313;20.501
6518;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;25 a 29;10.710;10.711;21.421
6519;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;30 a 34;9.277;9.663;18.940
6520;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;35 a 39;9.068;9.121;18.189
6521;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;40 a 44;8.937;9.129;18.066
6522;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;45 a 49;8.364;8.766;17.130
6523;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;50 a 54;7.924;8.307;16.231
6524;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;55 a 59;6.073;6.491;12.564
6525;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;60 a 64;4.562;5.022;9.584
6526;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;65 a 69;3.418;3.783;7.201
6527;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;70 a 74;2.463;2.884;5.347
6528;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;75 a 79;1.617;2.274;3.891
6529;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;80 a 84;921;1.389;2.310
6530;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;85 a 89;493;910;1.403
6531;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;90 a 94;201;390;591
6532;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;95 a 99;51;98;149
6533;LOS LAGOS;10;LLANQUIHUE;101;PUERTO MONTT;10101;100 o más;23;37;60
6534;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;Total Comunal;17.104;16.881;33.985
6535;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;0 a 4;1.103;1.025;2.128
6536;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;5 a 9;1.289;1.198;2.487
6537;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;10 a 14;1.304;1.319;2.623
6538;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;15 a 19;1.182;1.108;2.290
6539;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;20 a 24;1.165;1.207;2.372
6540;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;25 a 29;1.275;1.288;2.563
6541;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;30 a 34;1.112;1.098;2.210
6542;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;35 a 39;1.037;1.035;2.072
6543;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;40 a 44;1.165;1.174;2.339
6544;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;45 a 49;1.392;1.230;2.622
6545;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;50 a 54;1.282;1.166;2.448
6546;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;55 a 59;985;962;1.947
6547;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;60 a 64;798;739;1.537
6548;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;65 a 69;633;687;1.320
6549;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;70 a 74;533;583;1.116
6550;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;75 a 79;383;439;822
6551;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;80 a 84;232;275;507
6552;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;85 a 89;170;209;379
6553;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;90 a 94;50;104;154
6554;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;95 a 99;12;29;41
6555;LOS LAGOS;10;LLANQUIHUE;101;CALBUCO;10102;100 o más;2;6;8
6556;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;Total Comunal;2.195;1.828;4.023
6557;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;0 a 4;93;101;194
6558;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;5 a 9;121;106;227
6559;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;10 a 14;125;124;249
6560;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;15 a 19;85;84;169
6561;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;20 a 24;129;81;210
6562;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;25 a 29;155;130;285
6563;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;30 a 34;140;117;257
6564;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;35 a 39;152;121;273
6565;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;40 a 44;182;110;292
6566;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;45 a 49;170;145;315
6567;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;50 a 54;183;166;349
6568;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;55 a 59;176;120;296
6569;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;60 a 64;145;115;260
6570;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;65 a 69;115;82;197
6571;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;70 a 74;84;75;159
6572;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;75 a 79;63;62;125
6573;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;80 a 84;41;48;89
6574;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;85 a 89;24;27;51
6575;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;90 a 94;11;10;21
6576;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;95 a 99;1;3;4
6577;LOS LAGOS;10;LLANQUIHUE;101;COCHAMÓ;10103;100 o más;0;1;1
6578;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;Total Comunal;6.181;6.080;12.261
6579;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;0 a 4;361;362;723
6580;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;5 a 9;382;373;755
6581;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;10 a 14;436;402;838
6582;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;15 a 19;423;403;826
6583;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;20 a 24;398;395;793
6584;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;25 a 29;362;416;778
6585;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;30 a 34;325;354;679
6586;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;35 a 39;345;360;705
6587;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;40 a 44;466;398;864
6588;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;45 a 49;439;479;918
6589;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;50 a 54;530;446;976
6590;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;55 a 59;433;397;830
6591;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;60 a 64;393;351;744
6592;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;65 a 69;299;289;588
6593;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;70 a 74;225;219;444
6594;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;75 a 79;177;168;345
6595;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;80 a 84;103;142;245
6596;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;85 a 89;61;82;143
6597;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;90 a 94;13;33;46
6598;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;95 a 99;10;9;19
6599;LOS LAGOS;10;LLANQUIHUE;101;FRESIA;10104;100 o más;0;2;2
6600;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;Total Comunal;9.093;9.335;18.428
6601;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;0 a 4;594;565;1.159
6602;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;5 a 9;701;694;1.395
6603;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;10 a 14;640;611;1.251
6604;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;15 a 19;623;615;1.238
6605;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;20 a 24;612;631;1.243
6606;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;25 a 29;699;721;1.420
6607;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;30 a 34;602;638;1.240
6608;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;35 a 39;601;616;1.217
6609;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;40 a 44;654;662;1.316
6610;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;45 a 49;570;660;1.230
6611;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;50 a 54;700;704;1.404
6612;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;55 a 59;605;589;1.194
6613;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;60 a 64;471;459;930
6614;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;65 a 69;352;396;748
6615;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;70 a 74;257;282;539
6616;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;75 a 79;202;220;422
6617;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;80 a 84;108;143;251
6618;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;85 a 89;64;80;144
6619;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;90 a 94;31;40;71
6620;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;95 a 99;5;7;12
6621;LOS LAGOS;10;LLANQUIHUE;101;FRUTILLAR;10105;100 o más;2;2;4
6622;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;Total Comunal;8.681;8.387;17.068
6623;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;0 a 4;541;532;1.073
6624;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;5 a 9;587;576;1.163
6625;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;10 a 14;553;601;1.154
6626;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;15 a 19;571;553;1.124
6627;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;20 a 24;532;514;1.046
6628;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;25 a 29;581;582;1.163
6629;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;30 a 34;472;527;999
6630;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;35 a 39;498;494;992
6631;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;40 a 44;632;576;1.208
6632;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;45 a 49;688;595;1.283
6633;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;50 a 54;683;659;1.342
6634;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;55 a 59;564;517;1.081
6635;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;60 a 64;488;424;912
6636;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;65 a 69;435;379;814
6637;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;70 a 74;333;299;632
6638;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;75 a 79;251;241;492
6639;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;80 a 84;150;168;318
6640;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;85 a 89;80;90;170
6641;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;90 a 94;30;48;78
6642;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;95 a 99;11;9;20
6643;LOS LAGOS;10;LLANQUIHUE;101;LOS MUERMOS;10106;100 o más;1;3;4
6644;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;Total Comunal;8.627;8.964;17.591
6645;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;0 a 4;555;542;1.097
6646;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;5 a 9;605;634;1.239
6647;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;10 a 14;618;617;1.235
6648;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;15 a 19;651;651;1.302
6649;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;20 a 24;648;646;1.294
6650;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;25 a 29;624;650;1.274
6651;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;30 a 34;543;572;1.115
6652;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;35 a 39;543;558;1.101
6653;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;40 a 44;604;645;1.249
6654;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;45 a 49;623;648;1.271
6655;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;50 a 54;673;682;1.355
6656;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;55 a 59;552;528;1.080
6657;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;60 a 64;446;471;917
6658;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;65 a 69;344;331;675
6659;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;70 a 74;266;302;568
6660;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;75 a 79;179;229;408
6661;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;80 a 84;91;130;221
6662;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;85 a 89;38;89;127
6663;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;90 a 94;16;32;48
6664;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;95 a 99;7;6;13
6665;LOS LAGOS;10;LLANQUIHUE;101;LLANQUIHUE;10107;100 o más;1;1;2
6666;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;Total Comunal;7.231;6.985;14.216
6667;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;0 a 4;409;361;770
6668;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;5 a 9;465;423;888
6669;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;10 a 14;467;460;927
6670;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;15 a 19;449;402;851
6671;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;20 a 24;383;422;805
6672;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;25 a 29;442;489;931
6673;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;30 a 34;389;386;775
6674;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;35 a 39;354;399;753
6675;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;40 a 44;481;483;964
6676;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;45 a 49;610;528;1.138
6677;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;50 a 54;634;579;1.213
6678;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;55 a 59;530;464;994
6679;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;60 a 64;441;427;868
6680;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;65 a 69;380;338;718
6681;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;70 a 74;329;292;621
6682;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;75 a 79;224;238;462
6683;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;80 a 84;155;146;301
6684;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;85 a 89;62;95;157
6685;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;90 a 94;21;42;63
6686;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;95 a 99;5;10;15
6687;LOS LAGOS;10;LLANQUIHUE;101;MAULLÍN;10108;100 o más;1;1;2
6688;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;Total Comunal;21.878;22.700;44.578
6689;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;0 a 4;1.680;1.687;3.367
6690;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;5 a 9;1.730;1.604;3.334
6691;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;10 a 14;1.558;1.550;3.108
6692;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;15 a 19;1.654;1.478;3.132
6693;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;20 a 24;1.283;1.298;2.581
6694;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;25 a 29;1.672;1.801;3.473
6695;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;30 a 34;1.617;1.837;3.454
6696;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;35 a 39;1.757;1.830;3.587
6697;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;40 a 44;1.710;1.801;3.511
6698;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;45 a 49;1.646;1.622;3.268
6699;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;50 a 54;1.450;1.431;2.881
6700;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;55 a 59;1.271;1.303;2.574
6701;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;60 a 64;923;1.024;1.947
6702;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;65 a 69;702;780;1.482
6703;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;70 a 74;534;621;1.155
6704;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;75 a 79;325;444;769
6705;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;80 a 84;223;299;522
6706;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;85 a 89;92;180;272
6707;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;90 a 94;42;71;113
6708;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;95 a 99;6;34;40
6709;LOS LAGOS;10;LLANQUIHUE;101;PUERTO VARAS;10109;100 o más;3;5;8
6710;LOS LAGOS;10;CHILOÉ;102;CASTRO;10201;Total Comunal;21.471;22.336;43.807
6711;LOS LAGOS;10;CHILOÉ;102;CASTRO;10201;0 a 4;1.440;1.324;2.764
